100000 100000
u 96799 42094
q 3223 8937
u 26624 43599
q 33398 20722
u 26429 79466
u 10634 60270
u 73314 19464
u 38115 45446
u 32340 53185
u 30792 81589
u 36201 90965
u 24668 78485
u 91034 44772
u 40524 5696
u 84140 29839
u 52823 31629
u 26875 29491
u 28912 13079
u 80475 23564
u 97335 75095
q 77712 99987
u 31488 88329
u 61125 14779
u 70060 79423
u 81711 84349
u 53104 90460
u 68732 28029
u 55333 59701
u 55279 5531
u 66847 99606
u 44425 95776
u 63617 4804
u 18935 73301
u 63576 87183
q 82987 12389
u 92934 82003
u 13592 56220
u 15021 42142
q 25580 90211
u 16885 18605
q 14162 76109
u 63371 39485
u 97519 51682
u 34806 12075
u 72341 43460
u 6060 46910
u 66707 77464
u 70288 40577
u 95819 12480
u 91865 45324
u 76133 71542
u 21792 42489
u 11760 81958
u 12347 82538
q 88202 58203
u 88200 97806
u 7634 4861
u 36152 47331
u 8664 7118
u 63506 17008
u 7347 49945
u 54382 15765
u 98683 39917
q 3099 29084
u 32213 40137
u 93856 61457
u 64148 62946
q 25744 74899
q 68870 52972
u 54277 53882
u 24487 32376
u 49829 19580
u 58316 26005
q 71689 47288
u 76660 21815
u 87228 75411
q 81533 45284
u 68301 44705
u 51447 98186
u 4655 12115
u 17221 25727
u 76592 51709
u 68484 15340
u 29704 7162
u 97432 21659
u 71911 62499
u 60034 94722
u 68419 7950
u 16981 23168
q 34351 5973
u 49151 7251
u 320 28605
u 24257 56500
u 26126 18153
u 19604 86448
u 64117 45016
u 21242 15988
q 85152 87810
q 21165 15890
u 95661 55676
u 43966 24698
u 80780 68042
u 54014 15455
u 26869 53838
q 38134 8431
u 12919 38631
u 9610 82454
q 53676 47815
u 71570 60826
u 68298 14564
q 37503 20289
u 76866 96914
u 27818 14865
u 2249 58676
u 9064 77563
q 71433 50248
q 57615 72574
u 34800 96288
u 48365 40550
u 65140 65875
q 22282 17892
u 69068 39546
u 1386 81515
u 72368 5035
u 45106 54021
u 63319 84631
u 65528 37107
u 91412 12527
q 98560 47248
u 65736 36794
u 30299 20681
u 44915 26696
q 18175 12158
u 51426 76661
u 87467 17238
u 3521 79053
q 51497 92761
u 43171 76250
u 8530 32509
u 75205 69690
u 45207 79992
u 6847 31071
u 11567 44964
u 95809 36364
q 57021 96144
u 94226 75956
u 25966 493
u 10381 48078
u 70205 71328
q 33721 87581
u 64228 76322
u 70474 75867
u 81779 6095
u 24200 43202
u 44542 13812
u 12652 75023
u 69204 69196
u 47820 85295
u 70262 48254
u 98872 78453
u 83479 85260
u 55069 90687
u 19965 55872
u 35730 23020
q 99700 64012
u 5212 91658
q 54824 47217
u 91407 57420
q 10733 55391
u 51534 66950
q 90473 63776
q 43539 39810
q 16945 38015
u 96700 34038
u 2885 81352
u 29373 88735
u 36814 63101
u 86442 59799
u 75306 63429
u 27276 90880
u 7363 80052
u 43093 71580
u 81081 73823
u 40519 72717
u 81573 66661
u 71830 73509
q 51357 72312
u 47618 60281
u 25243 40672
q 66130 86652
u 6233 37075
u 64342 87662
u 56823 20502
u 56564 69333
u 96868 88071
u 76262 25690
q 27242 79017
u 24275 23502
u 86188 21250
u 62848 42766
q 38912 49206
u 91307 43679
u 63051 10875
u 9981 71435
u 45312 61340
u 62929 95760
u 83176 59116
q 29851 25686
u 10983 10773
q 6627 43935
u 72328 39332
u 4119 26444
u 85532 43770
q 83400 8839
u 482 44119
u 852 22692
u 8474 40968
q 91983 95627
u 21251 29313
u 63663 47047
u 64342 10211
u 19202 50503
q 15123 5693
u 76 6918
u 75139 28909
u 74430 63408
u 80003 21022
u 58117 60120
u 73784 6864
u 52344 54526
u 18436 92954
u 8277 73964
u 5015 89434
u 76484 55693
q 33942 6678
u 76648 1119
u 29862 91612
u 245 76574
u 50976 87165
u 69068 20878
u 3438 24912
u 55116 22503
u 38755 3
u 68501 16637
q 20241 12722
q 94597 56147
u 68534 97610
u 91994 60140
q 73849 29718
u 19163 48156
u 20488 20022
u 11998 86339
u 93257 87232
u 99945 33076
u 44138 57890
u 32138 6639
u 16669 92092
u 34683 14699
u 55666 9207
q 2220 13882
q 62230 37598
u 87369 6445
q 40816 76308
u 27044 63277
u 73971 6464
u 85444 46617
u 63923 57761
u 28014 83168
u 69845 49725
u 11478 78432
u 69137 72504
u 68004 68374
u 92425 88013
u 22690 4006
u 56306 59540
u 3597 3464
u 3027 46259
u 81292 18667
u 3817 23068
u 19028 61575
u 46990 18674
u 58662 95558
u 77824 404
u 32457 56504
u 15330 2801
q 15175 20450
u 85348 89145
u 41878 48083
q 40575 87261
u 9757 5715
u 54447 82328
u 40295 76941
u 62999 6836
u 73174 27440
u 26987 72165
q 73269 35335
q 98922 52064
u 76774 5240
q 42840 27097
u 63011 72211
u 37081 45571
u 33574 39299
u 67483 28403
u 28865 10349
u 43310 36004
u 77519 89302
u 2813 29066
u 70867 60372
u 99737 66119
u 5867 83461
q 2120 31998
q 75501 66959
u 98315 49998
u 19573 51242
u 28860 99404
u 75077 97951
q 96007 27625
u 91807 33871
u 92654 23158
u 22056 84135
u 27639 83777
u 74236 57968
u 38405 83852
u 68385 63133
u 6354 63987
u 85372 74199
u 53743 80292
u 4844 25058
q 3658 58694
u 50821 39066
u 12363 39333
u 14049 81012
q 99253 39960
u 42531 55335
u 52765 76702
u 92874 7672
u 90027 85394
u 70997 55394
u 45851 75187
u 24625 32555
u 33257 36122
u 31900 12786
u 37317 620
q 1626 69320
u 19248 55050
u 80583 91194
u 56983 7528
u 38176 76616
u 15567 20743
u 7284 73313
u 29068 28926
u 35932 61407
u 82907 69807
u 75975 36443
u 17818 35795
u 63925 93671
q 11337 24525
u 54016 46940
u 83912 80520
u 30052 6383
u 90451 3362
u 43478 89909
q 23105 87706
u 86926 88514
q 79664 55893
u 41824 67566
u 7613 80466
u 60023 33891
q 39070 20379
q 89257 33543
u 96101 59685
u 13246 65241
u 36535 82307
q 14561 56330
u 73568 25520
u 25398 46385
u 29939 53820
u 59496 47756
u 71839 89444
q 73786 73356
u 556 2843
u 18035 53101
u 6947 10229
u 47184 90751
u 4023 99397
u 35393 3632
u 92033 2783
u 98777 90902
u 50743 61339
q 41947 52190
u 85001 6568
u 69075 83630
u 38781 72474
u 43039 45249
u 3336 56503
u 1156 43975
u 84668 3374
u 78929 69096
u 64181 33126
u 43752 22903
u 91614 73382
q 82327 6408
u 19790 30148
u 24696 59963
u 59268 30980
q 37344 54250
u 76446 57697
u 10069 59711
u 663 1598
u 30970 76140
u 85623 16991
u 73677 55784
u 35292 95080
u 57730 15256
q 35881 49827
u 6974 68498
q 62661 8563
u 67266 25935
u 16747 96091
q 306 13896
q 85011 4366
u 49253 79730
u 16627 27757
u 47209 79530
u 58539 81086
q 86260 92475
u 6790 53340
u 20841 386
u 26916 60554
u 51229 91568
q 62431 8362
u 92465 64028
u 29946 78019
u 51781 99240
u 39305 63160
q 59311 81564
u 44374 90653
q 42686 18651
u 80875 77591
u 35894 77090
u 17829 77640
u 52867 83365
u 23414 91275
u 56912 91037
u 84895 63003
u 91715 16640
u 21163 24811
u 2030 97083
u 34875 59505
u 78569 15229
u 26578 48650
u 49198 147
q 10014 38176
u 76609 96982
u 83333 2260
u 95398 75380
u 30774 38703
u 34581 9453
q 58876 37886
u 20193 9077
q 20318 74707
u 94310 41261
u 76192 6154
u 83126 66543
u 23289 8972
u 64078 36741
u 97190 67246
u 94314 37906
u 75569 75800
u 84932 61737
u 22834 40126
u 22247 1519
u 43014 52433
u 13182 15039
u 19233 6573
u 894 41008
u 25648 77453
q 32006 15841
u 26807 86190
u 35739 36329
u 16793 44673
u 6988 69794
q 41305 42775
u 69371 84253
u 57454 21715
u 92623 74359
u 3503 65516
u 51032 69117
u 6574 16999
u 15837 1287
u 79437 81738
u 29607 5392
u 22907 33990
u 57417 21904
u 71009 94680
u 8385 82426
u 66837 30202
u 62863 29797
u 29004 50729
u 55321 66530
q 59601 46213
u 29123 95127
u 3119 96817
u 91283 28934
u 7093 13678
u 73319 23090
u 80557 12408
u 4246 93071
u 15251 14316
u 74223 36310
u 76359 26362
u 55388 48947
u 96334 48142
u 87595 52098
u 55381 98886
u 17935 33602
u 12076 63842
u 10842 16043
u 20629 4081
u 69403 34799
u 77428 24535
u 31123 75158
u 53682 50341
u 96361 67068
u 42914 89116
u 74023 90490
u 61790 95035
q 35652 882
u 67263 30241
u 98296 7157
u 89705 17507
u 83056 90245
u 19265 19588
u 48016 60295
u 44449 44090
u 85818 84356
u 93117 14042
u 95531 48599
u 36356 14266
q 26800 6278
u 62498 33104
u 87139 71772
u 9958 96597
u 19665 53279
u 24825 37526
u 54236 30865
u 30230 1235
u 2034 76485
u 45679 64636
q 77085 16643
u 88359 6529
u 39329 70120
u 72477 42488
u 16043 17213
u 6799 75893
u 35590 63196
u 1125 18109
q 14808 94096
u 25696 14865
u 96597 6557
u 66513 25273
u 42077 12190
u 72963 83183
q 96259 35564
u 13552 76701
u 19545 51373
u 82411 25829
u 82471 92296
u 34633 98832
u 83763 25869
q 591 13881
u 4836 6815
u 62213 72098
q 78142 13561
u 54984 90856
q 98798 42795
u 24779 9707
u 63066 57557
q 52929 50871
u 20095 29279
u 14225 82765
u 88361 25572
u 23150 97453
u 65242 53302
u 32463 20445
u 49035 90622
u 64128 90991
u 48565 91976
u 82453 8647
u 26611 56262
u 32379 10238
u 89107 42316
u 78505 49722
u 47706 24940
u 25746 83963
u 31524 40272
u 98846 10846
u 49616 96502
u 92062 75965
u 83974 63947
u 36331 95322
u 13824 31443
u 44128 81136
u 14161 9868
u 36182 83987
u 8794 55886
u 25645 24078
q 86547 26293
u 96777 34372
u 96177 88245
u 52983 3030
u 48957 91715
u 86553 98808
u 87160 94954
q 13894 49761
u 47476 8250
u 69992 61918
q 30836 57888
u 46888 31193
u 70580 70413
u 15965 62800
u 92117 88864
q 37998 61455
q 48990 16691
u 6562 15411
u 80437 75432
u 25634 77505
u 30154 50414
u 79098 88840
u 59332 89620
u 35387 1107
u 59843 24407
u 33468 16579
q 78899 1146
u 8416 90984
u 44194 2033
u 97544 99318
u 61919 83394
u 10358 28306
u 58374 9535
u 16425 34553
u 8177 1072
u 93020 17021
u 83878 85006
u 16164 7482
u 89325 65711
u 94097 72167
u 35950 85919
u 55760 20302
u 74900 12172
u 50969 39652
u 86154 85859
u 87243 3476
q 54416 94201
u 41116 56162
u 88222 59622
u 41260 81311
u 77675 71461
u 64502 4024
u 40616 8911
u 54684 64785
q 85521 96565
u 11391 9210
u 38540 56248
u 29065 75404
q 86644 61404
u 59208 38597
u 8302 20059
u 84366 91307
u 64023 12567
u 56279 76109
u 61019 59539
q 62194 99024
u 6420 55501
u 46507 28266
u 15928 14145
u 99063 69785
u 97710 4498
u 76680 68538
u 7201 90014
u 24313 56291
u 51284 49732
u 12083 82644
u 1890 64116
u 95897 96419
u 60398 82232
u 46326 32570
u 96857 53041
u 28372 83993
q 51856 35794
u 49412 27078
u 52241 58021
u 42211 80594
u 63521 53176
u 27963 75131
q 32242 58038
u 82854 8871
q 65439 6710
q 77370 53000
q 90305 71835
q 39225 37398
u 58153 84012
u 99585 5725
u 26929 48946
u 78904 80276
u 91679 9990
u 56599 79951
u 55388 43940
u 65291 34582
u 59925 29061
u 44726 57930
u 27145 12766
q 23080 60070
q 41154 72996
u 28837 68526
u 25895 94156
q 21684 16876
u 33254 4028
u 29204 77458
q 84535 30350
u 7690 32887
u 56837 70199
q 58759 29889
q 91919 35665
u 49763 86026
u 5718 86155
u 65587 55227
u 47781 19282
u 8781 28628
u 58035 44348
u 68206 9045
u 66975 6518
u 32671 73038
q 36314 14127
u 36676 32610
u 88368 17018
u 17468 52471
u 63648 96050
u 63456 53702
u 26644 11203
u 4277 7273
u 54505 60984
u 95624 23975
u 43898 55754
u 63585 42453
u 4553 42924
u 57478 97137
u 20846 76483
u 80379 49803
q 92201 95764
u 65388 53137
u 75177 92165
q 55232 19342
u 13040 67878
u 98417 35436
u 66016 47310
u 84155 76046
u 71187 90353
u 46812 994
q 58001 96444
u 37232 67134
u 83156 72544
q 82254 46475
u 38211 85557
q 36709 87328
u 47657 96711
u 39578 94511
u 2151 35342
u 76870 11864
u 21742 13036
u 86909 30536
u 61518 15411
u 18609 76893
u 89901 32716
u 25655 17671
q 8260 34412
u 21063 44341
q 12592 40967
u 43388 70756
u 29524 96206
u 62866 98445
u 79846 25546
u 2605 31508
q 90577 28614
u 72942 25536
u 93843 40663
u 16337 88790
u 67073 4549
u 81491 87186
u 11864 15820
u 51988 81220
u 99657 51237
u 14778 92006
u 94109 1342
u 47722 40646
u 31553 53662
u 25928 15384
u 90754 12344
u 2089 15535
u 22686 69814
u 61039 79691
u 37764 47289
u 6408 59871
u 52150 57245
u 98689 35054
u 6430 22394
u 30566 14278
q 24981 1419
u 52372 62985
u 92938 92483
u 16483 3859
u 55699 73006
u 89203 66419
u 53668 34102
u 9701 45356
q 75061 95102
u 32602 39208
u 85762 16890
u 35639 2629
q 23168 54890
u 54093 71652
u 13368 89948
q 80114 41556
u 498 78261
u 2069 40738
q 63409 84312
u 62873 29684
u 33088 98941
u 55363 80845
u 88933 95606
u 88324 81805
u 32258 95418
u 56283 30998
q 10985 48699
u 50805 50536
u 82844 15892
u 26925 26979
u 54149 81829
u 43621 60750
q 12927 44913
u 77332 52038
u 42177 91824
u 61516 8367
u 58835 85458
u 30903 34375
u 52645 99230
u 40695 64300
u 84931 10014
u 46609 6224
q 66675 58749
u 10473 80040
u 19226 70910
u 77686 69012
u 26096 42132
u 91305 22274
u 46191 86599
u 6543 17825
q 90980 60960
u 7037 7980
u 98169 76075
u 47214 88709
u 55536 84841
u 35689 60032
u 76020 54856
u 71912 42137
u 39419 47744
u 48369 35221
q 28592 28565
u 54047 25566
u 12721 48545
u 12872 39305
u 58351 39460
q 90326 21658
u 54150 65931
u 90728 93816
q 25995 50438
u 95469 28131
u 36115 907
u 21809 70472
u 18057 97866
u 68189 15575
q 41462 61140
u 4244 44732
u 10057 14872
q 97296 37541
q 43934 84351
u 97863 99702
u 77866 47158
u 10598 57743
u 85823 67692
u 43119 72552
q 69304 10659
u 33152 54894
u 62422 30701
u 93509 18460
u 27859 50031
u 75704 80426
u 58448 70502
u 42767 62530
u 85967 65215
u 82190 16768
u 47216 77235
u 2482 28211
u 17761 67925
u 582 25797
u 30058 52192
u 54707 49057
u 84980 40400
u 2744 92001
q 24412 28683
u 38841 26225
u 83729 66344
q 25959 51268
u 75170 30911
u 109 56061
u 31527 6787
u 41805 99717
u 16557 46618
u 69771 6953
u 6352 57380
u 44327 37691
u 88476 48863
u 31121 88170
u 40396 62381
u 92214 5075
u 34652 78473
u 57554 88162
u 28493 10992
u 41906 86542
u 38454 22214
u 2532 79539
u 71332 52024
u 39994 92768
u 59658 66596
u 78126 42443
u 67271 6554
u 89415 80698
u 46003 91405
u 11017 12181
u 42040 65204
u 70262 39754
u 79993 84051
u 98932 55388
u 84509 79199
u 1894 94890
u 96240 12306
u 91174 41649
q 58020 51605
u 96198 26957
u 86756 78543
u 25640 30251
q 69565 54429
u 51691 48299
u 92788 69648
u 43332 46906
u 6938 37700
u 23267 15325
u 75396 58412
u 66977 49612
u 74560 54331
u 28896 37683
u 60755 76585
u 20431 52431
q 26858 5646
u 96846 55485
u 3446 36170
u 19574 68703
u 81532 40817
u 92867 67262
u 32545 55656
u 2766 80643
q 2202 47942
u 55453 63256
u 18465 88309
u 31771 23158
u 70475 83575
u 6639 96098
u 56255 51369
u 95853 17368
q 38307 43735
u 94406 10536
u 48827 23724
u 57032 78049
u 88665 28981
u 37228 67786
u 33831 26846
u 1927 7992
q 67368 86342
u 51018 33483
u 51607 8749
u 89963 3304
u 20569 7485
u 88867 65328
u 17957 5196
u 47906 18534
u 3905 1157
u 78130 25457
u 19118 51025
u 27630 58702
u 86861 35902
q 87133 9037
u 66613 22596
q 63954 86225
u 23279 20953
u 82277 40419
u 57781 42377
u 76368 50408
u 87043 50116
u 42963 58174
u 57506 77213
u 37137 69228
u 80943 69496
u 25062 42810
u 98283 20669
u 61823 6072
u 72991 52028
u 34864 40372
u 40642 94896
u 73130 76329
u 43849 84132
q 55411 5299
u 47216 69718
u 40815 98034
u 64422 6254
u 10589 81734
u 93085 70001
u 61125 99667
u 68198 22578
u 76061 47997
u 71764 22184
u 46039 21067
q 85775 67147
u 74022 56994
u 12378 7203
u 3850 57975
q 33688 53840
u 71554 70628
u 14857 98398
u 51736 28044
q 69712 96732
u 44515 95130
u 47962 71781
u 67426 52475
u 11162 56678
u 5043 18041
u 64087 92816
u 16449 44165
u 52076 25252
u 1538 65348
u 86913 26288
q 49963 68094
u 33679 53438
q 7407 39888
q 1514 8030
u 59560 90225
u 41840 70753
u 11620 43875
u 43976 74469
u 9514 38954
u 875 2948
u 19401 18655
u 25609 93309
q 27972 35866
u 4077 95238
q 6802 13199
q 1890 65970
u 31062 32880
u 61958 849
u 71045 30428
u 77186 30278
u 19081 73857
u 27755 57919
u 67216 95808
q 53439 56923
q 12862 26229
u 70032 31987
u 39789 17251
q 31611 74184
u 94426 99508
u 83962 54054
u 14496 97897
u 19817 16627
u 79057 96551
q 9963 26179
u 73379 77550
u 49077 45631
u 10644 24506
u 21251 98902
u 76961 60668
u 75512 34453
u 56671 91106
u 3985 57622
u 94326 23187
u 95737 49180
u 48741 22137
u 68398 63248
q 6976 19719
u 45124 51613
u 51069 13897
u 61943 96838
q 82492 70559
q 61231 89948
u 60638 72804
u 5372 55240
u 34415 38725
q 51214 13148
u 61591 77474
u 52287 88237
u 73989 31131
u 76810 53378
u 10347 63503
q 65657 6489
u 41279 47578
u 72431 33928
u 35799 21003
u 89351 86297
u 9324 95736
u 31989 96618
u 64030 9112
u 84364 51458
q 18418 60374
u 4901 36613
u 27640 26312
u 88548 9576
u 92519 13257
q 63370 22867
u 95338 63800
q 34950 632
u 79053 37879
u 66461 79749
q 16732 96423
u 17686 22641
u 28611 59002
u 39840 32650
u 12230 41553
u 96942 72887
u 49113 96908
u 24021 70293
u 23541 28575
u 69545 61740
q 72832 4237
u 81397 81566
u 5121 55069
q 78890 5669
u 65891 80095
u 84426 95762
q 16425 60456
u 24362 32649
q 86389 68321
u 37132 87796
u 77465 26729
u 78423 4845
u 84609 20812
u 28363 49415
q 14919 7441
u 49705 97125
u 96070 13513
u 62911 10638
u 38513 69999
q 81069 81321
u 5385 85846
u 75736 68753
u 61515 36608
u 49632 28317
u 14370 85278
u 55664 6262
q 96538 88816
u 62784 33230
u 89938 26340
u 23482 95720
u 35961 11802
q 14328 57155
u 13984 83240
u 37656 32397
q 30910 49422
u 21701 87446
u 58539 98141
u 24510 3683
u 63924 35577
u 23278 86424
u 21954 69528
u 92785 23407
u 88295 53517
u 3366 24466
u 68807 16666
u 77789 99955
u 9957 51358
u 9323 21513
q 54617 5746
u 19116 24090
u 81915 80316
q 57884 83397
u 80356 38706
u 65726 53183
q 81153 20664
u 87596 91083
q 65019 43484
u 31435 57833
u 64310 72587
u 78965 17624
u 37291 61852
u 78965 10082
u 85589 22802
u 40176 82303
u 86957 74444
u 30969 95295
u 7992 77266
u 25370 34889
u 85134 88221
u 26380 1200
u 11521 92286
u 33037 81659
u 58924 102
q 79402 83837
u 37155 69824
u 43973 21140
u 8789 65777
q 60720 42093
q 92378 94762
u 7664 99000
q 93935 19158
u 75686 80688
u 97739 1192
u 97674 13627
u 94067 15209
u 93643 39634
u 15713 90226
u 55468 97531
u 56775 78740
q 37708 16112
q 51724 84209
u 19057 12751
u 45033 84698
u 60325 30849
q 86947 23183
u 27511 36334
u 79259 16169
q 50125 73479
q 86117 12321
u 84285 90551
u 51717 51693
q 45363 80778
u 89272 10092
u 65470 25663
u 3666 69244
u 43053 29274
u 55825 74473
u 82603 43765
u 74433 72805
u 43891 68614
u 87809 99439
q 92463 61503
u 81824 43874
u 10915 68027
q 49295 91963
q 25584 38671
u 43076 4618
u 22258 96654
u 77190 52431
u 97484 75608
u 98220 72096
u 41041 47947
u 61136 25317
u 84794 34901
u 32624 25861
u 15102 97340
u 14887 56273
u 29430 98457
u 8846 48581
u 22575 1146
q 14407 1183
u 51768 98383
u 33415 8139
u 85424 30681
u 94135 90
u 33113 37684
u 25134 87901
u 10434 87632
u 17678 71907
u 12391 59695
u 48991 51037
u 77793 63125
u 76868 33047
q 32871 24292
u 29239 24980
u 14074 6666
u 59880 3621
u 39390 14828
q 73089 8117
u 27866 4593
u 31911 34456
u 44157 51714
u 73812 98803
u 79599 4076
u 62767 26179
u 99787 17055
q 92792 15022
u 96029 87647
u 15620 1863
u 37033 45608
u 61163 42401
u 58157 52205
u 8149 93144
u 30910 78795
u 97533 80534
u 25038 67330
q 21283 10644
u 18275 94133
u 45868 39189
u 85766 75992
u 16166 36755
u 16601 41006
u 48431 19525
u 99016 23388
u 61962 45365
u 81657 29793
u 48696 36793
u 43695 10929
u 35986 1052
q 10290 42080
u 87064 71675
u 55516 81728
u 30484 24876
u 57044 53262
u 27728 454
u 40178 42056
q 57077 1451
u 15242 41439
u 13717 39582
u 91053 87337
u 96667 76019
u 44837 93985
u 63528 13215
u 67649 34165
u 12487 70929
u 43557 98196
u 27701 17332
u 56115 89983
u 49897 2887
u 23695 47290
u 76601 35016
u 71679 82760
u 58949 11744
u 25133 77265
q 24554 43195
u 59937 2929
u 4435 22826
u 46175 57269
u 97970 18617
u 14015 21303
u 31524 68729
u 13747 81686
u 35425 22824
u 69005 72518
u 33353 72397
u 51216 9640
q 73341 70539
q 84073 8763
u 16092 35691
u 28713 55087
u 83249 88509
u 81018 61353
u 69543 52038
u 89119 20350
u 45167 58739
u 55991 26518
u 31058 11960
q 81897 80785
u 69121 28165
q 95526 93507
u 39319 59131
u 12116 81072
u 60570 25123
u 62792 74967
u 5542 38457
u 72480 49141
q 39172 81659
u 36013 94911
q 15000 67210
u 95598 35418
u 1910 99030
u 14729 58676
u 53258 25019
u 97728 957
u 23221 25923
u 50071 46318
q 79091 23064
u 7816 17225
u 90249 38867
u 19515 83138
u 6429 26364
u 46449 84009
q 32884 24349
u 61838 54880
u 7954 88343
u 40585 20710
u 51561 79605
u 71731 7298
u 31161 78172
u 79896 96702
u 71274 90346
u 97346 62745
u 31384 86402
u 64330 45311
u 70808 2153
q 44042 77496
u 31046 68005
u 17553 58217
u 21061 36541
u 18275 99766
u 50527 52239
u 47347 8282
q 51338 52450
u 49329 82195
u 1295 93946
u 80285 86981
u 94095 62162
u 53018 63582
q 63598 88523
q 8035 56690
u 73766 46590
u 96726 99706
q 47675 92725
q 51622 15262
u 55112 96563
u 49939 27424
u 70938 65311
u 71117 81966
u 36645 60392
u 10652 42346
u 35716 93395
u 34214 19411
u 30247 10088
u 16766 98190
u 24059 1919
u 13222 47733
u 73792 23928
u 72840 21706
u 10886 73119
u 58550 44453
u 1713 76946
u 66158 44786
u 11855 52615
u 54293 13577
q 38295 1923
u 59455 86050
u 79424 45618
u 76863 62354
q 74322 6055
u 73312 25117
u 74409 66908
u 33429 40381
u 29987 45382
u 89970 95319
q 9640 76776
u 94755 70500
u 33048 62338
u 29101 94064
q 59011 20285
u 88024 1498
u 50119 37986
u 83899 76169
q 37542 32846
u 93395 57102
u 63558 2698
u 66088 65413
u 93122 87724
u 76337 20307
u 28971 83456
u 2127 64140
u 19965 23747
u 98709 49030
u 85812 79486
u 25244 58917
u 34474 44462
u 33568 90773
u 29357 38041
u 96617 2536
u 46407 18948
u 36193 20245
u 78542 7130
u 33848 91318
u 32967 89294
u 4787 34116
q 84754 49263
u 61429 64062
u 99823 37273
u 92964 1417
u 70061 50210
u 21099 48496
u 80632 3310
q 1332 45241
u 58044 70680
u 11796 42158
q 58472 65329
u 75069 72473
u 25648 14159
u 621 18695
u 96635 73575
u 78176 44193
u 26762 68280
u 72993 90881
u 16337 57180
q 86726 83690
u 74600 29000
u 58044 89332
u 52946 42554
u 83987 49383
u 53016 28750
q 88702 45636
u 18670 22983
q 80387 19913
u 49752 30008
u 82877 28330
